S,pC,pD,i,s,t,Time
24.9468358836997,0.0,0.0,100,b1,10,2020-01-01 08:20
20.0,0.0,59.3370723272363,100,b1,11,2020-01-01 08:20
0.0,-0.0,0.0,101,f1,0,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,1,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,2,2020-01-01 08:25
0.0,0.0,0.0,101,f1,3,2020-01-01 08:25
0.0,0.0,0.0,101,f1,4,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,5,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,6,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,7,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,8,2020-01-01 08:25
0.0,-0.0,0.0,101,f1,9,2020-01-01 08:25
0.0434786603306051,0.549204130491853,0.0,101,f1,10,2020-01-01 08:25
4.0,50.0,0.0,101,f1,11,2020-01-01 08:25
24.9655623969947,0.0,0.0,101,b1,0,2020-01-01 08:25
24.9634809793062,0.0,0.0,101,b1,1,2020-01-01 08:25
24.9613997351487,0.0,0.0,101,b1,2,2020-01-01 08:25
24.9593186645077,0.0,0.0,101,b1,3,2020-01-01 08:25
24.9572377673689,0.0,0.0,101,b1,4,2020-01-01 08:25
24.9551570437176,0.0,0.0,101,b1,5,2020-01-01 08:25
24.9530764935396,0.0,0.0,101,b1,6,2020-01-01 08:25
24.9509961168202,0.0,0.0,101,b1,7,2020-01-01 08:25
24.9489159135451,0.0,0.0,101,b1,8,2020-01-01 08:25
24.9468358836997,0.0,0.0,101,b1,9,2020-01-01 08:25
20.0016675700719,0.0,59.3170614863738,101,b1,10,2020-01-01 08:25
20.0,0.0,0.0,101,b1,11,2020-01-01 08:25
0.0,-0.0,0.0,102,f1,0,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,1,2020-01-01 08:30
0.0,0.0,0.0,102,f1,2,2020-01-01 08:30
0.0,0.0,0.0,102,f1,3,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,4,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,5,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,6,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,7,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,8,2020-01-01 08:30
0.0,-0.0,0.0,102,f1,9,2020-01-01 08:30
0.0434786603306051,0.549204130491853,0.0,102,f1,10,2020-01-01 08:30
4.0,50.0,0.0,102,f1,11,2020-01-01 08:30
24.9634809793062,0.0,0.0,102,b1,0,2020-01-01 08:30
24.9613997351487,0.0,0.0,102,b1,1,2020-01-01 08:30
24.9593186645077,0.0,0.0,102,b1,2,2020-01-01 08:30
24.9572377673689,0.0,0.0,102,b1,3,2020-01-01 08:30
24.9551570437177,0.0,0.0,102,b1,4,2020-01-01 08:30
24.9530764935396,0.0,0.0,102,b1,5,2020-01-01 08:30
24.9509961168202,0.0,0.0,102,b1,6,2020-01-01 08:30
24.9489159135451,0.0,0.0,102,b1,7,2020-01-01 08:30
24.9468358836997,0.0,0.0,102,b1,8,2020-01-01 08:30
20.0033352791832,0.0,59.2970489770377,102,b1,9,2020-01-01 08:30
20.0016675700719,0.0,0.0,102,b1,10,2020-01-01 08:30
20.0,0.0,0.0,102,b1,11,2020-01-01 08:30
0.0,-0.0,0.0,103,f1,0,2020-01-01 08:35
0.0,0.0,0.0,103,f1,1,2020-01-01 08:35
0.0,0.0,0.0,103,f1,2,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,3,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,4,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,5,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,6,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,7,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,8,2020-01-01 08:35
0.0,-0.0,0.0,103,f1,9,2020-01-01 08:35
0.0434786603306051,0.549204130491853,0.0,103,f1,10,2020-01-01 08:35
4.0,50.0,0.0,103,f1,11,2020-01-01 08:35
24.9613997351487,0.0,0.0,103,b1,0,2020-01-01 08:35
24.9593186645078,0.0,0.0,103,b1,1,2020-01-01 08:35
24.9572377673689,0.0,0.0,103,b1,2,2020-01-01 08:35
24.9551570437177,0.0,0.0,103,b1,3,2020-01-01 08:35
24.9530764935396,0.0,0.0,103,b1,4,2020-01-01 08:35
24.9509961168202,0.0,0.0,103,b1,5,2020-01-01 08:35
24.9489159135451,0.0,0.0,103,b1,6,2020-01-01 08:35
24.9468358836997,0.0,0.0,103,b1,7,2020-01-01 08:35
20.0050031273457,0.0,59.2770347990886,103,b1,8,2020-01-01 08:35
20.0033352791832,0.0,0.0,103,b1,9,2020-01-01 08:35
20.0016675700719,0.0,0.0,103,b1,10,2020-01-01 08:35
20.0,0.0,0.0,103,b1,11,2020-01-01 08:35
0.0,-0.0,0.0,104,f1,0,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,1,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,2,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,3,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,4,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,5,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,6,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,7,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,8,2020-01-01 08:40
0.0,-0.0,0.0,104,f1,9,2020-01-01 08:40
0.0434786603306051,0.549204130491853,0.0,104,f1,10,2020-01-01 08:40
4.0,50.0,0.0,104,f1,11,2020-01-01 08:40
24.9593186645078,0.0,0.0,104,b1,0,2020-01-01 08:40
24.9572377673689,0.0,0.0,104,b1,1,2020-01-01 08:40
24.9551570437177,0.0,0.0,104,b1,2,2020-01-01 08:40
24.9530764935396,0.0,0.0,104,b1,3,2020-01-01 08:40
24.9509961168202,0.0,0.0,104,b1,4,2020-01-01 08:40
24.9489159135451,0.0,0.0,104,b1,5,2020-01-01 08:40
24.9468358836997,0.0,0.0,104,b1,6,2020-01-01 08:40
20.0066711145708,0.0,59.2570189523871,104,b1,7,2020-01-01 08:40
20.0050031273457,0.0,0.0,104,b1,8,2020-01-01 08:40
20.0033352791832,0.0,0.0,104,b1,9,2020-01-01 08:40
20.0016675700719,0.0,0.0,104,b1,10,2020-01-01 08:40
20.0,0.0,0.0,104,b1,11,2020-01-01 08:40
0.0,-0.0,0.0,105,f1,0,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,1,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,2,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,3,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,4,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,5,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,6,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,7,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,8,2020-01-01 08:45
0.0,-0.0,0.0,105,f1,9,2020-01-01 08:45
0.0434786603306051,0.549204130491853,0.0,105,f1,10,2020-01-01 08:45
4.0,50.0,0.0,105,f1,11,2020-01-01 08:45
24.9572377673689,0.0,0.0,105,b1,0,2020-01-01 08:45
24.9551570437177,0.0,0.0,105,b1,1,2020-01-01 08:45
24.9530764935397,0.0,0.0,105,b1,2,2020-01-01 08:45
24.9509961168203,0.0,0.0,105,b1,3,2020-01-01 08:45
24.9489159135451,0.0,0.0,105,b1,4,2020-01-01 08:45
24.9468358836998,0.0,0.0,105,b1,5,2020-01-01 08:45
20.0083392408702,0.0,59.2370014367948,105,b1,6,2020-01-01 08:45
20.0066711145708,0.0,0.0,105,b1,7,2020-01-01 08:45
20.0050031273457,0.0,0.0,105,b1,8,2020-01-01 08:45
20.0033352791832,0.0,0.0,105,b1,9,2020-01-01 08:45
20.0016675700719,0.0,0.0,105,b1,10,2020-01-01 08:45
20.0,0.0,0.0,105,b1,11,2020-01-01 08:45
0.0,-0.0,0.0,106,f1,0,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,1,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,2,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,3,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,4,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,5,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,6,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,7,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,8,2020-01-01 08:50
0.0,-0.0,0.0,106,f1,9,2020-01-01 08:50
0.0434786603306051,0.549204130491853,0.0,106,f1,10,2020-01-01 08:50
4.0,50.0,0.0,106,f1,11,2020-01-01 08:50
24.9551570437177,0.0,0.0,106,b1,0,2020-01-01 08:50
24.9530764935396,0.0,0.0,106,b1,1,2020-01-01 08:50
24.9509961168202,0.0,0.0,106,b1,2,2020-01-01 08:50
24.9489159135451,0.0,0.0,106,b1,3,2020-01-01 08:50
24.9468358836997,0.0,0.0,106,b1,4,2020-01-01 08:50
20.0100075062555,0.0,59.2169822521708,106,b1,5,2020-01-01 08:50
20.0083392408702,0.0,0.0,106,b1,6,2020-01-01 08:50
20.0066711145708,0.0,0.0,106,b1,7,2020-01-01 08:50
20.0050031273457,0.0,0.0,106,b1,8,2020-01-01 08:50
20.0033352791832,0.0,0.0,106,b1,9,2020-01-01 08:50
20.0016675700719,0.0,0.0,106,b1,10,2020-01-01 08:50
20.0,0.0,0.0,106,b1,11,2020-01-01 08:50
0.0,-0.0,0.0,107,f1,0,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,1,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,2,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,3,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,4,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,5,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,6,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,7,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,8,2020-01-01 08:55
0.0,-0.0,0.0,107,f1,9,2020-01-01 08:55
0.0434786603306051,0.549204130491853,0.0,107,f1,10,2020-01-01 08:55
4.0,50.0,0.0,107,f1,11,2020-01-01 08:55
24.9530764935396,0.0,0.0,107,b1,0,2020-01-01 08:55
24.9509961168203,0.0,0.0,107,b1,1,2020-01-01 08:55
24.9489159135451,0.0,0.0,107,b1,2,2020-01-01 08:55
24.9468358836998,0.0,0.0,107,b1,3,2020-01-01 08:55
20.0116759107382,0.0,59.1969613983781,107,b1,4,2020-01-01 08:55
20.0100075062555,0.0,0.0,107,b1,5,2020-01-01 08:55
20.0083392408702,0.0,0.0,107,b1,6,2020-01-01 08:55
20.0066711145708,0.0,0.0,107,b1,7,2020-01-01 08:55
20.0050031273457,0.0,0.0,107,b1,8,2020-01-01 08:55
20.0033352791832,0.0,0.0,107,b1,9,2020-01-01 08:55
20.0016675700719,0.0,0.0,107,b1,10,2020-01-01 08:55
20.0,0.0,0.0,107,b1,11,2020-01-01 08:55
0.0,-0.0,0.0,108,f1,0,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,1,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,2,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,3,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,4,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,5,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,6,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,7,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,8,2020-01-01 09:00
0.0,-0.0,0.0,108,f1,9,2020-01-01 09:00
0.0434786603306051,0.549204130491853,0.0,108,f1,10,2020-01-01 09:00
4.0,50.0,0.0,108,f1,11,2020-01-01 09:00
24.9509961168202,0.0,0.0,108,b1,0,2020-01-01 09:00
24.9489159135451,0.0,0.0,108,b1,1,2020-01-01 09:00
24.9468358836997,0.0,0.0,108,b1,2,2020-01-01 09:00
20.01334445433,0.0,59.1769388752759,108,b1,3,2020-01-01 09:00
20.0116759107382,0.0,0.0,108,b1,4,2020-01-01 09:00
20.0100075062555,0.0,0.0,108,b1,5,2020-01-01 09:00
20.0083392408702,0.0,0.0,108,b1,6,2020-01-01 09:00
20.0066711145708,0.0,0.0,108,b1,7,2020-01-01 09:00
20.0050031273457,0.0,0.0,108,b1,8,2020-01-01 09:00
20.0033352791832,0.0,0.0,108,b1,9,2020-01-01 09:00
20.0016675700719,0.0,0.0,108,b1,10,2020-01-01 09:00
20.0,0.0,0.0,108,b1,11,2020-01-01 09:00
0.0,-0.0,0.0,109,f1,0,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,1,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,2,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,3,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,4,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,5,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,6,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,7,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,8,2020-01-01 09:05
0.0,-0.0,0.0,109,f1,9,2020-01-01 09:05
0.0434786603306051,0.549204130491853,0.0,109,f1,10,2020-01-01 09:05
4.0,50.0,0.0,109,f1,11,2020-01-01 09:05
24.9489159135451,0.0,0.0,109,b1,0,2020-01-01 09:05
24.9468358836997,0.0,0.0,109,b1,1,2020-01-01 09:05
20.0150131370425,0.0,59.1569146827257,109,b1,2,2020-01-01 09:05
20.01334445433,0.0,0.0,109,b1,3,2020-01-01 09:05
20.0116759107382,0.0,0.0,109,b1,4,2020-01-01 09:05
20.0100075062555,0.0,0.0,109,b1,5,2020-01-01 09:05
20.0083392408702,0.0,0.0,109,b1,6,2020-01-01 09:05
20.0066711145708,0.0,0.0,109,b1,7,2020-01-01 09:05
20.0050031273457,0.0,0.0,109,b1,8,2020-01-01 09:05
20.0033352791832,0.0,0.0,109,b1,9,2020-01-01 09:05
20.0016675700719,0.0,0.0,109,b1,10,2020-01-01 09:05
20.0,0.0,0.0,109,b1,11,2020-01-01 09:05
0.0,-0.0,0.0,110,f1,0,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,1,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,2,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,3,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,4,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,5,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,6,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,7,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,8,2020-01-01 09:10
0.0,-0.0,0.0,110,f1,9,2020-01-01 09:10
0.0434786603306051,0.549204130491853,0.0,110,f1,10,2020-01-01 09:10
4.0,50.0,0.0,110,f1,11,2020-01-01 09:10
24.9468358836997,0.0,0.0,110,b1,0,2020-01-01 09:10
20.0166819588873,0.0,59.136888820589,110,b1,1,2020-01-01 09:10
20.0150131370425,0.0,0.0,110,b1,2,2020-01-01 09:10
20.01334445433,0.0,0.0,110,b1,3,2020-01-01 09:10
20.0116759107382,0.0,0.0,110,b1,4,2020-01-01 09:10
20.0100075062555,0.0,0.0,110,b1,5,2020-01-01 09:10
20.0083392408702,0.0,0.0,110,b1,6,2020-01-01 09:10
20.0066711145708,0.0,0.0,110,b1,7,2020-01-01 09:10
20.0050031273457,0.0,0.0,110,b1,8,2020-01-01 09:10
20.0033352791832,0.0,0.0,110,b1,9,2020-01-01 09:10
20.0016675700719,0.0,0.0,110,b1,10,2020-01-01 09:10
20.0,0.0,0.0,110,b1,11,2020-01-01 09:10
0.0,-0.0,0.0,111,f1,0,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,1,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,2,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,3,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,4,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,5,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,6,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,7,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,8,2020-01-01 09:15
0.0,-0.0,0.0,111,f1,9,2020-01-01 09:15
0.0434786603306051,0.549204130491853,0.0,111,f1,10,2020-01-01 09:15
4.0,50.0,0.0,111,f1,11,2020-01-01 09:15
20.0183509198759,0.0,59.116861288725,111,b1,0,2020-01-01 09:15
20.0166819588873,0.0,0.0,111,b1,1,2020-01-01 09:15
20.0150131370425,0.0,0.0,111,b1,2,2020-01-01 09:15
20.01334445433,0.0,0.0,111,b1,3,2020-01-01 09:15
20.0116759107382,0.0,0.0,111,b1,4,2020-01-01 09:15
20.0100075062555,0.0,0.0,111,b1,5,2020-01-01 09:15
20.0083392408702,0.0,0.0,111,b1,6,2020-01-01 09:15
20.0066711145708,0.0,0.0,111,b1,7,2020-01-01 09:15
20.0050031273457,0.0,0.0,111,b1,8,2020-01-01 09:15
20.0033352791832,0.0,0.0,111,b1,9,2020-01-01 09:15
20.0016675700719,0.0,0.0,111,b1,10,2020-01-01 09:15
20.0,0.0,0.0,111,b1,11,2020-01-01 09:15
0.0,-0.0,0.0,112,f1,0,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,1,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,2,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,3,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,4,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,5,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,6,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,7,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,8,2020-01-01 09:20
0.0,-0.0,0.0,112,f1,9,2020-01-01 09:20
0.0434786603306051,0.549204130491853,0.0,112,f1,10,2020-01-01 09:20
4.0,50.0,0.0,112,f1,11,2020-01-01 09:20
20.0166819588873,0.0,0.0,112,b1,0,2020-01-01 09:20
20.0150131370425,0.0,0.0,112,b1,1,2020-01-01 09:20
20.01334445433,0.0,0.0,112,b1,2,2020-01-01 09:20
20.0116759107382,0.0,0.0,112,b1,3,2020-01-01 09:20
20.0100075062555,0.0,0.0,112,b1,4,2020-01-01 09:20
20.0083392408702,0.0,0.0,112,b1,5,2020-01-01 09:20
20.0066711145708,0.0,0.0,112,b1,6,2020-01-01 09:20
20.0050031273456,0.0,0.0,112,b1,7,2020-01-01 09:20
20.0033352791832,0.0,0.0,112,b1,8,2020-01-01 09:20
20.0016675700718,0.0,0.0,112,b1,9,2020-01-01 09:20
20.0,0.0,0.0,112,b1,10,2020-01-01 09:20
20.0,0.0500229313188783,0.0,112,b1,11,2020-01-01 09:20
0.0,-0.0,0.0,113,f1,0,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,1,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,2,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,3,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,4,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,5,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,6,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,7,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,8,2020-01-01 09:25
0.0,-0.0,0.0,113,f1,9,2020-01-01 09:25
0.0434786603306051,0.549204130491853,0.0,113,f1,10,2020-01-01 09:25
4.0,50.0,0.0,113,f1,11,2020-01-01 09:25
20.0150131370425,0.0,0.0,113,b1,0,2020-01-01 09:25
20.0133444543301,0.0,0.0,113,b1,1,2020-01-01 09:25
20.0116759107382,0.0,0.0,113,b1,2,2020-01-01 09:25
20.0100075062555,0.0,0.0,113,b1,3,2020-01-01 09:25
20.0083392408702,0.0,0.0,113,b1,4,2020-01-01 09:25
20.0066711145708,0.0,0.0,113,b1,5,2020-01-01 09:25
20.0050031273457,0.0,0.0,113,b1,6,2020-01-01 09:25
20.0033352791832,0.0,0.0,113,b1,7,2020-01-01 09:25
20.0016675700719,0.0,0.0,113,b1,8,2020-01-01 09:25
20.0,0.0,0.0,113,b1,9,2020-01-01 09:25
19.9983325689561,0.0,0.0,113,b1,10,2020-01-01 09:25
20.0,0.100041692147137,0.0,113,b1,11,2020-01-01 09:25
0.0,-0.0,0.0,114,f1,0,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,1,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,2,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,3,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,4,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,5,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,6,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,7,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,8,2020-01-01 09:30
0.0,-0.0,0.0,114,f1,9,2020-01-01 09:30
0.0434786603306051,0.549204130491853,0.0,114,f1,10,2020-01-01 09:30
4.0,50.0,0.0,114,f1,11,2020-01-01 09:30
20.01334445433,0.0,0.0,114,b1,0,2020-01-01 09:30
20.0116759107382,0.0,0.0,114,b1,1,2020-01-01 09:30
20.0100075062554,0.0,0.0,114,b1,2,2020-01-01 09:30
20.0083392408702,0.0,0.0,114,b1,3,2020-01-01 09:30
20.0066711145708,0.0,0.0,114,b1,4,2020-01-01 09:30
20.0050031273456,0.0,0.0,114,b1,5,2020-01-01 09:30
20.0033352791832,0.0,0.0,114,b1,6,2020-01-01 09:30
20.0016675700718,0.0,0.0,114,b1,7,2020-01-01 09:30
20.0,0.0,0.0,114,b1,8,2020-01-01 09:30
19.998332568956,0.0,0.0,114,b1,9,2020-01-01 09:30
19.9966652769284,0.0,0.0,114,b1,10,2020-01-01 09:30
20.0,0.150056282835962,0.0,114,b1,11,2020-01-01 09:30
0.0,-0.0,0.0,115,f1,0,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,1,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,2,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,3,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,4,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,5,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,6,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,7,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,8,2020-01-01 09:35
0.0,-0.0,0.0,115,f1,9,2020-01-01 09:35
0.0434786603306051,0.549204130491853,0.0,115,f1,10,2020-01-01 09:35
4.0,50.0,0.0,115,f1,11,2020-01-01 09:35
20.0116759107382,0.0,0.0,115,b1,0,2020-01-01 09:35
20.0100075062554,0.0,0.0,115,b1,1,2020-01-01 09:35
20.0083392408701,0.0,0.0,115,b1,2,2020-01-01 09:35
20.0066711145707,0.0,0.0,115,b1,3,2020-01-01 09:35
20.0050031273456,0.0,0.0,115,b1,4,2020-01-01 09:35
20.0033352791832,0.0,0.0,115,b1,5,2020-01-01 09:35
20.0016675700718,0.0,0.0,115,b1,6,2020-01-01 09:35
20.0,0.0,0.0,115,b1,7,2020-01-01 09:35
19.998332568956,0.0,0.0,115,b1,8,2020-01-01 09:35
19.9966652769284,0.0,0.0,115,b1,9,2020-01-01 09:35
20.0016675700719,0.200083384991743,0.0,115,b1,10,2020-01-01 09:35
20.0,0.0,0.0,115,b1,11,2020-01-01 09:35
0.0,-0.0,0.0,116,f1,0,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,1,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,2,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,3,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,4,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,5,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,6,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,7,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,8,2020-01-01 09:40
0.0,-0.0,0.0,116,f1,9,2020-01-01 09:40
0.0434786603306051,0.549204130491853,0.0,116,f1,10,2020-01-01 09:40
4.0,50.0,0.0,116,f1,11,2020-01-01 09:40
20.0100075062555,0.0,0.0,116,b1,0,2020-01-01 09:40
20.0083392408702,0.0,0.0,116,b1,1,2020-01-01 09:40
20.0066711145708,0.0,0.0,116,b1,2,2020-01-01 09:40
20.0050031273456,0.0,0.0,116,b1,3,2020-01-01 09:40
20.0033352791832,0.0,0.0,116,b1,4,2020-01-01 09:40
20.0016675700718,0.0,0.0,116,b1,5,2020-01-01 09:40
20.0,0.0,0.0,116,b1,6,2020-01-01 09:40
19.998332568956,0.0,0.0,116,b1,7,2020-01-01 09:40
19.9966652769284,0.0,0.0,116,b1,8,2020-01-01 09:40
20.0033352791832,0.250114658331775,0.0,116,b1,9,2020-01-01 09:40
20.0016675700719,0.0,0.0,116,b1,10,2020-01-01 09:40
20.0,0.0,0.0,116,b1,11,2020-01-01 09:40
0.0,-0.0,0.0,117,f1,0,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,1,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,2,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,3,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,4,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,5,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,6,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,7,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,8,2020-01-01 09:45
0.0,-0.0,0.0,117,f1,9,2020-01-01 09:45
0.0434786603306051,0.549204130491853,0.0,117,f1,10,2020-01-01 09:45
4.0,50.0,0.0,117,f1,11,2020-01-01 09:45
20.0083392408702,0.0,0.0,117,b1,0,2020-01-01 09:45
20.0066711145708,0.0,0.0,117,b1,1,2020-01-01 09:45
20.0050031273457,0.0,0.0,117,b1,2,2020-01-01 09:45
20.0033352791832,0.0,0.0,117,b1,3,2020-01-01 09:45
20.0016675700719,0.0,0.0,117,b1,4,2020-01-01 09:45
20.0,0.0,0.0,117,b1,5,2020-01-01 09:45
19.9983325689561,0.0,0.0,117,b1,6,2020-01-01 09:45
19.9966652769285,0.0,0.0,117,b1,7,2020-01-01 09:45
20.0050031273457,0.30015010320362,0.0,117,b1,8,2020-01-01 09:45
20.0033352791832,0.0,0.0,117,b1,9,2020-01-01 09:45
20.0016675700719,0.0,0.0,117,b1,10,2020-01-01 09:45
20.0,0.0,0.0,117,b1,11,2020-01-01 09:45
0.0,-0.0,0.0,118,f1,0,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,1,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,2,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,3,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,4,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,5,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,6,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,7,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,8,2020-01-01 09:50
0.0,-0.0,0.0,118,f1,9,2020-01-01 09:50
0.0434786603306051,0.549204130491853,0.0,118,f1,10,2020-01-01 09:50
4.0,50.0,0.0,118,f1,11,2020-01-01 09:50
20.0066711145708,0.0,0.0,118,b1,0,2020-01-01 09:50
20.0050031273457,0.0,0.0,118,b1,1,2020-01-01 09:50
20.0033352791832,0.0,0.0,118,b1,2,2020-01-01 09:50
20.0016675700719,0.0,0.0,118,b1,3,2020-01-01 09:50
20.0,0.0,0.0,118,b1,4,2020-01-01 09:50
