S,p_ch,p_dc,i,s,t,Time
19.9800000000001,0.0,0.0,15,b1,4,2020-01-01 01:15
20.12853888753,2.1286596404713,0.0,15,b1,5,2020-01-01 01:15
21.0685958996724,12.1286596404713,0.0,15,b1,6,2020-01-01 01:15
22.2250272990227,14.8736842100211,0.0,15,b1,7,2020-01-01 01:15
22.8634794517439,8.345395991532,0.0,15,b1,8,2020-01-01 01:15
22.7027323054714,0.0,1.654604008468,15,b1,9,2020-01-01 01:15
21.7088125763451,0.0,11.654604008468,15,b1,10,2020-01-01 01:15
20.4371037687688,0.0,15.0,15,b1,11,2020-01-01 01:15
20.0,0.0,5.0,15,b1,12,2020-01-01 01:15
1.0,0.126315789978948,0.0,15,f1,1,2020-01-01 01:15
1.0,0.126315789978949,0.0,15,f1,2,2020-01-01 01:15
1.0,0.126315789978947,0.0,15,f1,3,2020-01-01 01:15
1.0,0.126315789978949,0.0,15,f1,4,2020-01-01 01:15
1.0,0.126315789978947,0.0,15,f1,5,2020-01-01 01:15
1.0,0.126315789978948,0.0,15,f1,6,2020-01-01 01:15
1.7916666635,10.1263157899789,0.0,15,f1,7,2020-01-01 01:15
3.09223947559476,16.654604008468,0.0,15,f1,8,2020-01-01 01:15
3.58813989606857,6.654604008468,0.0,15,f1,9,2020-01-01 01:15
3.27347549892868,0.0,3.345395991532,15,f1,10,2020-01-01 01:15
3.24074074393939,0.0,0.0,15,f1,11,2020-01-01 01:15
4.0,10.0,0.0,15,f1,12,2020-01-01 01:15
20.0200200200201,0.0,0.0,16,b1,1,2020-01-01 01:20
20.0000000000001,0.0,0.0,16,b1,2,2020-01-01 01:20
19.9800000000001,0.0,0.0,16,b1,3,2020-01-01 01:20
19.9600200000001,0.0,0.0,16,b1,4,2020-01-01 01:20
20.3040248980703,4.59745161506611,0.0,16,b1,5,2020-01-01 01:20
21.4393524547424,14.5974516150661,0.0,16,b1,6,2020-01-01 01:20
22.2095797657877,10.0,0.0,16,b1,7,2020-01-01 01:20
22.1873701860219,0.0,0.0,16,b1,8,2020-01-01 01:20
21.3318494858359,0.0,10.0,16,b1,9,2020-01-01 01:20
20.0605176413501,0.0,15.0,16,b1,10,2020-01-01 01:20
19.6237904587087,0.0,5.0,16,b1,11,2020-01-01 01:20
20.0,5.0,0.0,16,b1,12,2020-01-01 01:20
1.0,0.126315789978948,0.0,16,f1,1,2020-01-01 01:20
1.0,0.126315789978947,0.0,16,f1,2,2020-01-01 01:20
1.0,0.126315789978947,0.0,16,f1,3,2020-01-01 01:20
1.0,0.126315789978948,0.0,16,f1,4,2020-01-01 01:20
1.0,0.126315789978947,0.0,16,f1,5,2020-01-01 01:20
1.0,0.126315789978948,0.0,16,f1,6,2020-01-01 01:20
1.74236523882455,9.50356094948219,0.0,16,f1,7,2020-01-01 01:20
