p_gen,i,g,t,Time
10.1263157899789,48,g1,5,2020-01-01 04:00
14.6492730656313,48,g1,6,2020-01-01 04:00
24.6492730656313,48,g1,7,2020-01-01 04:00
34.6492730656313,48,g1,8,2020-01-01 04:00
35.0,48,g1,9,2020-01-01 04:00
35.0,48,g1,10,2020-01-01 04:00
35.0,48,g1,11,2020-01-01 04:00
35.0,48,g1,12,2020-01-01 04:00
35.0,49,g1,1,2020-01-01 04:05
10.1263157899789,49,g1,2,2020-01-01 04:05
10.1263157899789,49,g1,3,2020-01-01 04:05
10.1263157899789,49,g1,4,2020-01-01 04:05
10.126315789979,49,g1,5,2020-01-01 04:05
14.6988443255558,49,g1,6,2020-01-01 04:05
24.6988443255558,49,g1,7,2020-01-01 04:05
34.6988443255558,49,g1,8,2020-01-01 04:05
35.0,49,g1,9,2020-01-01 04:05
35.0,49,g1,10,2020-01-01 04:05
35.0,49,g1,11,2020-01-01 04:05
35.0,49,g1,12,2020-01-01 04:05
10.1263157899789,50,g1,1,2020-01-01 04:10
10.1263157899789,50,g1,2,2020-01-01 04:10
10.1263157899789,50,g1,3,2020-01-01 04:10
10.1263157899789,50,g1,4,2020-01-01 04:10
10.1263157899789,50,g1,5,2020-01-01 04:10
14.7483660142204,50,g1,6,2020-01-01 04:10
24.7483660142204,50,g1,7,2020-01-01 04:10
34.7483660142204,50,g1,8,2020-01-01 04:10
35.0,50,g1,9,2020-01-01 04:10
35.0,50,g1,10,2020-01-01 04:10
35.0,50,g1,11,2020-01-01 04:10
35.0,50,g1,12,2020-01-01 04:10
10.1263157899789,51,g1,1,2020-01-01 04:15
10.126315789979,51,g1,2,2020-01-01 04:15
10.1263157899789,51,g1,3,2020-01-01 04:15
10.1263157899789,51,g1,4,2020-01-01 04:15
10.126315789979,51,g1,5,2020-01-01 04:15
14.7978381811962,51,g1,6,2020-01-01 04:15
24.7978381811962,51,g1,7,2020-01-01 04:15
34.7978381811962,51,g1,8,2020-01-01 04:15
35.0,51,g1,9,2020-01-01 04:15
35.0,51,g1,10,2020-01-01 04:15
35.0,51,g1,11,2020-01-01 04:15
35.0,51,g1,12,2020-01-01 04:15
10.1263157899789,52,g1,1,2020-01-01 04:20
10.126315789979,52,g1,2,2020-01-01 04:20
10.1263157899789,52,g1,3,2020-01-01 04:20
10.1263157899789,52,g1,4,2020-01-01 04:20
10.1263157899789,52,g1,5,2020-01-01 04:20
14.8472608760052,52,g1,6,2020-01-01 04:20
24.8472608760052,52,g1,7,2020-01-01 04:20
34.8472608760052,52,g1,8,2020-01-01 04:20
35.0,52,g1,9,2020-01-01 04:20
35.0,52,g1,10,2020-01-01 04:20
35.0,52,g1,11,2020-01-01 04:20
35.0,52,g1,12,2020-01-01 04:20
10.1263157899789,53,g1,1,2020-01-01 04:25
10.1263157899789,53,g1,2,2020-01-01 04:25
10.1263157899789,53,g1,3,2020-01-01 04:25
10.1263157899789,53,g1,4,2020-01-01 04:25
10.1263157899789,53,g1,5,2020-01-01 04:25
14.8966341481192,53,g1,6,2020-01-01 04:25
24.8966341481192,53,g1,7,2020-01-01 04:25
34.8966341481192,53,g1,8,2020-01-01 04:25
35.0,53,g1,9,2020-01-01 04:25
35.0,53,g1,10,2020-01-01 04:25
35.0,53,g1,11,2020-01-01 04:25
35.0,53,g1,12,2020-01-01 04:25
10.1263157899789,54,g1,1,2020-01-01 04:30
10.1263157899789,54,g1,2,2020-01-01 04:30
10.1263157899789,54,g1,3,2020-01-01 04:30
10.1263157899789,54,g1,4,2020-01-01 04:30
10.1263157899789,54,g1,5,2020-01-01 04:30
14.9459580469612,54,g1,6,2020-01-01 04:30
24.9459580469612,54,g1,7,2020-01-01 04:30
34.9459580469612,54,g1,8,2020-01-01 04:30
35.0,54,g1,9,2020-01-01 04:30
35.0,54,g1,10,2020-01-01 04:30
35.0,54,g1,11,2020-01-01 04:30
35.0,54,g1,12,2020-01-01 04:30
10.1263157899789,55,g1,1,2020-01-01 04:35
10.1263157899789,55,g1,2,2020-01-01 04:35
10.1263157899789,55,g1,3,2020-01-01 04:35
10.1263157899789,55,g1,4,2020-01-01 04:35
10.1263157899789,55,g1,5,2020-01-01 04:35
14.9952326219041,55,g1,6,2020-01-01 04:35
24.9952326219041,55,g1,7,2020-01-01 04:35
34.9952326219041,55,g1,8,2020-01-01 04:35
35.0,55,g1,9,2020-01-01 04:35
35.0,55,g1,10,2020-01-01 04:35
35.0,55,g1,11,2020-01-01 04:35
35.0,55,g1,12,2020-01-01 04:35
10.1263157899789,56,g1,1,2020-01-01 04:40
10.1263157899789,56,g1,2,2020-01-01 04:40
10.1263157899789,56,g1,3,2020-01-01 04:40
10.1263157899789,56,g1,4,2020-01-01 04:40
10.126315789979,56,g1,5,2020-01-01 04:40
15.0667202657926,56,g1,6,2020-01-01 04:40
25.0667202657926,56,g1,7,2020-01-01 04:40
35.0,56,g1,8,2020-01-01 04:40
35.0,56,g1,9,2020-01-01 04:40
35.0,56,g1,10,2020-01-01 04:40
35.0,56,g1,11,2020-01-01 04:40
35.0,56,g1,12,2020-01-01 04:40
10.1263157899789,57,g1,1,2020-01-01 04:45
10.1263157899789,57,g1,2,2020-01-01 04:45
10.1263157899789,57,g1,3,2020-01-01 04:45
10.1263157899789,57,g1,4,2020-01-01 04:45
10.1263157899789,57,g1,5,2020-01-01 04:45
15.1405213035254,57,g1,6,2020-01-01 04:45
25.1405213035254,57,g1,7,2020-01-01 04:45
35.0,57,g1,8,2020-01-01 04:45
35.0,57,g1,9,2020-01-01 04:45
35.0,57,g1,10,2020-01-01 04:45
35.0,57,g1,11,2020-01-01 04:45
35.0,57,g1,12,2020-01-01 04:45
10.1263157899789,58,g1,1,2020-01-01 04:50
10.1263157899789,58,g1,2,2020-01-01 04:50
10.1263157899789,58,g1,3,2020-01-01 04:50
10.1263157899789,58,g1,4,2020-01-01 04:50
10.1263157899789,58,g1,5,2020-01-01 04:50
15.2142485402207,58,g1,6,2020-01-01 04:50
25.2142485402206,58,g1,7,2020-01-01 04:50
35.0,58,g1,8,2020-01-01 04:50
35.0,58,g1,9,2020-01-01 04:50
35.0,58,g1,10,2020-01-01 04:50
35.0,58,g1,11,2020-01-01 04:50
35.0,58,g1,12,2020-01-01 04:50
10.1263157899789,59,g1,1,2020-01-01 04:55
10.1263157899789,59,g1,2,2020-01-01 04:55
10.1263157899789,59,g1,3,2020-01-01 04:55
10.1263157899789,59,g1,4,2020-01-01 04:55
10.1263157899789,59,g1,5,2020-01-01 04:55
15.2879020496794,59,g1,6,2020-01-01 04:55
25.2879020496794,59,g1,7,2020-01-01 04:55
35.0,59,g1,8,2020-01-01 04:55
35.0,59,g1,9,2020-01-01 04:55
35.0,59,g1,10,2020-01-01 04:55
35.0,59,g1,11,2020-01-01 04:55
35.0,59,g1,12,2020-01-01 04:55
10.1263157899789,60,g1,1,2020-01-01 05:00
10.1263157899789,60,g1,2,2020-01-01 05:00
10.126315789979,60,g1,3,2020-01-01 05:00
10.1263157899789,60,g1,4,2020-01-01 05:00
10.1263157899789,60,g1,5,2020-01-01 05:00
15.3614819056286,60,g1,6,2020-01-01 05:00
25.3614819056286,60,g1,7,2020-01-01 05:00
35.0,60,g1,8,2020-01-01 05:00
35.0,60,g1,9,2020-01-01 05:00
35.0,60,g1,10,2020-01-01 05:00
35.0,60,g1,11,2020-01-01 05:00
35.0,60,g1,12,2020-01-01 05:00
